Item_Visibility,Outlet_Age,Item_Age,MRP_x_Visibility,Item_Fat_Content,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Weight,Visibility_Ratio,New_Item_type,Item_MRP,Item_Outlet_Sales
0.159803853,26,1973.0,22.6147061788362,Low Fat,High,Tier 3,Supermarket Type1,10.195,0.9995837409564755,FOOD,141.5154,850.8924
0.028696932,26,2000.0,3.3589529330544003,Regular,High,Tier 3,Supermarket Type1,9.895,0.9975729965176114,FOOD,117.0492,810.9444
0.065041581,6,1970.0,12.7728266518314,Low Fat,Small,Tier 2,Supermarket Type1,10.895,0.8855960961324091,FOOD,196.3794,3121.2704
0.028760013,6,1995.0,4.3563021771204005,Low Fat,Small,Tier 2,Supermarket Type1,12.15,1.0044681048166684,Non-Consumable,151.4708,4815.0656
0.010053105,4,1992.0,2.5036333116839997,Low Fat,Medium,Tier 3,Supermarket Type2,7.905,0.9151200106675108,FOOD,249.0408,6258.52
0.048157338,11,1959.0,5.1124889482236,Low Fat,Small,Tier 2,Supermarket Type1,9.195,0.9135444048667141,Non-Consumable,106.1622,2117.244
0.071958197,14,1978.0,2.7380525707682004,Low Fat,Medium,Tier 1,Supermarket Type1,8.365,0.84977679669688,Drinks,38.0506,796.9626
0.173481304,16,1992.0,33.744021922344,Low Fat,Small,Tier 1,Supermarket Type1,15.1,0.8988249281044526,FOOD,194.511,4910.275
0.061082177,28,1987.0,10.9968930868888,Low Fat,Small,Tier 1,Grocery Store,5.94,1.5795664691579507,FOOD,180.0344,892.172
0.03874801133333333,4,1993.0,9.5674419695632,Low Fat,Medium,Tier 3,Supermarket Type2,10.0,1.0,FOOD,246.9144,3185.1872
0.040071131,11,1986.0,3.5002693924334003,Regular,Small,Tier 2,Supermarket Type1,7.97,0.7997977402469444,FOOD,87.3514,1062.6168
0.012090074,28,2004.0,0.46286606507519995,Low Fat,Medium,Tier 3,Supermarket Type3,6.215,0.9948602766106077,FOOD,38.2848,484.7024
0.15028599,28,1973.0,7.674985280508,Regular,Small,Tier 1,Grocery Store,15.5,1.413215232108333,FOOD,51.0692,147.8076
0.026015519,28,1968.0,6.6556959126764,Low Fat,Medium,Tier 3,Supermarket Type3,17.5,0.9934744522878203,FOOD,255.8356,2543.356
0.195068226,15,1967.0,36.17083791521161,Low Fat,Small,Tier 3,Grocery Store,17.7,1.526559956581351,FOOD,185.4266,184.4266
0.033082215,9,1994.0,5.709123554967,Low Fat,Small,Tier 2,Supermarket Type1,19.35,0.9025033636908054,FOOD,172.5738,4865.6664
0.078946455,11,2010.0,14.685935344919999,Regular,Small,Tier 2,Supermarket Type1,13.65,0.8569143454350513,FOOD,186.024,1118.544
0.041700756,11,1976.0,6.874478048565599,Low Fat,Small,Tier 2,Supermarket Type1,17.6,0.8894938822861084,Drinks,164.8526,2302.3364
0.143422643,16,1996.0,13.745769527762999,Low Fat,Small,Tier 1,Supermarket Type1,8.645,0.9989871435433431,Non-Consumable,95.841,2027.361
0.105296072,16,1955.0,17.9189064671008,Regular,Small,Tier 1,Supermarket Type1,15.6,0.8484883858774449,FOOD,170.1764,3435.528
0.121531501,26,2001.0,7.197338552222,Regular,High,Tier 3,Supermarket Type1,15.85,0.8695966818186084,FOOD,59.222,599.22
0.068386192,11,1978.0,11.2668029360992,Low Fat,Small,Tier 2,Supermarket Type1,18.25,1.0,FOOD,164.7526,4604.6728
0.011324862,6,2011.0,2.1474067426056,Low Fat,Small,Tier 2,Supermarket Type1,7.855,0.8736089180195864,FOOD,189.6188,2285.0256
0.186357148,14,1995.0,47.4036304653304,Low Fat,Medium,Tier 1,Supermarket Type1,7.825,0.953886950633254,Non-Consumable,254.3698,5580.7356
0.024205661,16,1984.0,2.7598713736336,Regular,Small,Tier 1,Supermarket Type1,8.39,0.9992261936164709,FOOD,114.0176,2290.352
0.033230816,14,2003.0,5.7270719372352,Low Fat,Medium,Tier 1,Supermarket Type1,12.85,0.9043192954878387,FOOD,172.3422,1207.0954
0.113720344,28,1965.0,10.2326020412576,Low Fat,Small,Tier 1,Grocery Store,13.35,1.5219827105910262,FOOD,89.9804,643.1628
0.112556507,6,2009.0,11.8141785990354,Low Fat,Small,Tier 2,Supermarket Type1,19.0,1.0054306358168554,FOOD,104.9622,1587.933
0.054276717,11,1988.0,12.079044550795201,Low Fat,Small,Tier 2,Supermarket Type1,5.905,0.9999999999999999,FOOD,222.5456,5305.0944
0.059352241,16,1955.0,6.04621279067,Low Fat,Small,Tier 1,Supermarket Type1,7.76,0.8881058706122894,FOOD,101.87,1697.79
0.014087057,16,2009.0,2.5403809718607997,Regular,Small,Tier 1,Supermarket Type1,11.8,0.9989871411508207,FOOD,180.3344,1427.4752
0.045230944,4,1968.0,8.501409218086401,Low Fat,Medium,Tier 3,Supermarket Type2,16.75,0.9065714951294783,FOOD,187.9556,4693.89
0.2262488690400001,28,1995.0,44.031106899802964,Low Fat,Small,Tier 1,Grocery Store,18.85,1.2839706355056988,Non-Consumable,194.6136,583.2408
0.031382044,28,2001.0,5.3781417253615995,Regular,Medium,Tier 3,Supermarket Type3,12.6,0.8836739937983247,FOOD,171.3764,3091.9752
0.12639886,6,1993.0,22.372952136808003,Regular,Small,Tier 2,Supermarket Type1,15.5,0.8843963035953681,FOOD,177.0028,2479.4392
0.025403898,9,1958.0,4.089824346816,Low Fat,Small,Tier 2,Supermarket Type1,6.055,0.9986913188770223,FOOD,160.992,2716.464
0.039057677,28,1964.0,6.091552477951,Regular,Medium,Tier 3,Supermarket Type3,20.2,0.8652260114281756,FOOD,155.963,3285.723
0.123115764,16,1980.0,11.7752348857104,Regular,Small,Tier 1,Supermarket Type1,6.305,1.0010310559959184,FOOD,95.6436,661.8052
0.039624006,14,1986.0,4.647135122884801,Low Fat,Medium,Tier 1,Supermarket Type1,20.85,1.0027168551378793,FOOD,117.2808,1523.3504
0.040421193,15,1993.0,4.938378412389,Low Fat,Small,Tier 3,Grocery Store,20.75,1.4342927846122455,FOOD,122.173,369.519
0.105274111,14,1986.0,4.2018898116318,Low Fat,Medium,Tier 1,Supermarket Type1,8.895,0.8426244549671006,Drinks,39.9138,690.4346
0.033970195,11,1988.0,1.8738435144730001,Low Fat,Small,Tier 2,Supermarket Type1,19.6,0.9136209138602582,Drinks,55.1614,1381.535
0.053212652,9,1969.0,3.080640062236,Low Fat,Small,Tier 2,Supermarket Type1,19.7,0.921352677093045,FOOD,57.893,622.523
0.024378706,9,1996.0,2.7925612693352,Low Fat,Small,Tier 2,Supermarket Type1,9.8,0.9988296793150883,Non-Consumable,114.5492,1274.3412
0.009714595,28,2009.0,1.166153584233,Low Fat,Small,Tier 1,Grocery Store,7.93,1.3998618956692677,FOOD,120.0414,487.3656
0.131383762,14,1972.0,32.326449105052,Low Fat,Medium,Tier 1,Supermarket Type1,12.15,1.0001428335821854,FOOD,246.046,1231.73
0.07461309,9,1957.0,13.986641553804002,Regular,Small,Tier 2,Supermarket Type1,8.75,0.998706498198674,FOOD,187.4556,3755.112
0.028459761,28,1995.0,4.2681331249787995,Low Fat,Medium,Tier 3,Supermarket Type3,12.15,0.9939815463645768,Non-Consumable,149.9708,4363.6532
0.074627201,16,1957.0,14.019137620175602,Regular,Small,Tier 1,Supermarket Type1,8.75,0.998895375879468,FOOD,187.8556,1314.2892
0.063695084,11,1985.0,9.6224672959472,Low Fat,Small,Tier 2,Supermarket Type1,13.3,1.000657479038771,FOOD,151.0708,1805.6496
0.045797829,28,2003.0,8.1764879218176,Regular,Medium,Tier 3,Supermarket Type3,20.6,0.8938702847636193,FOOD,178.5344,2854.9504
0.115857223,14,1956.0,20.7503530395244,Regular,Medium,Tier 1,Supermarket Type1,8.31,0.9982324309955884,FOOD,179.1028,3896.2616
0.024832806,26,1965.0,0.9630708488532,Regular,High,Tier 3,Supermarket Type1,16.75,0.898109247002587,Drinks,38.7822,667.7974
0.034027909,4,2004.0,7.216986025391801,Low Fat,Medium,Tier 3,Supermarket Type2,19.75,0.8728846682169278,FOOD,212.0902,3185.853
0.0467696,26,1999.0,6.603109852479999,Regular,High,Tier 3,Supermarket Type1,17.1,0.8293743935342626,FOOD,141.1838,2247.7408
0.116576702,26,1966.0,19.016108206942,Regular,High,Tier 3,Supermarket Type1,10.5,0.9983581023554075,FOOD,163.121,1794.331
0.006336295,11,2001.0,0.768654679191,Regular,Small,Tier 2,Supermarket Type1,6.635,1.0,FOOD,121.3098,2530.7058
0.2262488690400001,28,1953.0,50.990160113282904,Low Fat,Small,Tier 1,Grocery Store,9.395,1.325378531599063,Drinks,225.372,679.116
0.035913805,26,1964.0,1.487327137509,Low Fat,High,Tier 3,Supermarket Type1,14.15,0.9989435064117139,Drinks,41.4138,812.276
0.079806266,16,2010.0,18.55735103298,Low Fat,Small,Tier 1,Supermarket Type1,13.3,0.9982612829610846,FOOD,232.53,699.09
0.005505481,6,1961.0,0.5637700631696,Low Fat,Small,Tier 2,Supermarket Type1,8.89,0.8530289760479389,FOOD,102.4016,2732.4432
0.064625342,28,1974.0,11.434614137454002,Regular,Small,Tier 1,Grocery Store,6.69,1.5225195146742825,FOOD,176.937,176.437
0.071636937,28,1979.0,8.7189172748826,Low Fat,Medium,Tier 3,Supermarket Type3,6.195,0.99472231242595,FOOD,121.7098,4097.3332
0.10004742100000001,11,2002.0,17.328753573273403,Regular,Small,Tier 2,Supermarket Type1,9.1,1.0000000000000002,FOOD,173.2054,3151.8972
0.032677678,14,1996.0,7.8129256396268,Low Fat,Medium,Tier 1,Supermarket Type1,7.5,0.8993036107628771,FOOD,239.0906,5942.265
0.160760054,6,1997.0,30.9379187201812,Regular,Small,Tier 2,Supermarket Type1,16.85,0.8833876361539227,FOOD,192.4478,4843.695
0.06911065,9,1967.0,7.53463657282,Low Fat,Small,Tier 2,Supermarket Type1,7.485,0.997045204761887,FOOD,109.0228,2542.0244
0.041177505,6,2001.0,5.777838085077001,Low Fat,Small,Tier 2,Supermarket Type1,11.6,0.859041117465334,Drinks,140.3154,2552.6772
0.040081193,4,1955.0,9.1012124457942,Low Fat,Medium,Tier 3,Supermarket Type2,11.65,1.000310840835566,FOOD,227.0694,1141.847
0.035307322,6,1994.0,1.6772178398948,Low Fat,Small,Tier 2,Supermarket Type1,13.0,0.8737352885509778,Non-Consumable,47.5034,680.4476
0.063017847,11,2000.0,10.023480104556599,Low Fat,Small,Tier 2,Supermarket Type1,12.65,0.8994150084567096,Drinks,159.0578,2085.9514
0.171938781,15,1999.0,15.906400507872002,Regular,Small,Tier 3,Grocery Store,20.25,1.5045652599876402,FOOD,92.512,186.424
0.040197932,9,1975.0,7.643757363595999,Regular,Small,Tier 2,Supermarket Type1,8.6,0.9981035677346621,FOOD,190.153,3036.048
0.049058014,6,2002.0,3.0768892032716,Low Fat,Small,Tier 2,Supermarket Type1,12.6,1.0045293329709672,FOOD,62.7194,866.8716
0.01161096,9,1973.0,1.10351724936,Low Fat,Small,Tier 2,Supermarket Type1,17.7,0.898836671733591,FOOD,95.041,868.869
0.183507295,16,1964.0,15.126065909341998,Low Fat,Small,Tier 1,Supermarket Type1,14.15,0.9985240537514383,Drinks,82.4276,1137.1864
0.102349519,6,1975.0,5.4036042653164,Low Fat,Small,Tier 2,Supermarket Type1,19.25,0.8676004642120854,FOOD,52.7956,928.1252
0.086708987,26,1990.0,13.1596668808134,Low Fat,High,Tier 3,Supermarket Type1,8.88,0.9995478273766462,Drinks,151.7682,762.341
0.032835147,11,1983.0,1.3226719584834001,Low Fat,Small,Tier 2,Supermarket Type1,20.5,1.001464650108189,Non-Consumable,40.2822,707.0796
0.033809913,28,1988.0,6.1059891440088,Low Fat,Medium,Tier 3,Supermarket Type3,12.0,0.994350983707695,FOOD,180.5976,7968.2944
0.07266912,16,1959.0,11.648278583040002,Low Fat,Small,Tier 1,Supermarket Type1,13.5,0.8082214567844889,Non-Consumable,160.292,1438.128
0.144338493,28,1960.0,32.3953891043172,Low Fat,Medium,Tier 3,Supermarket Type3,12.15,0.8340427904106634,Non-Consumable,224.4404,6976.2524
0.009163216,15,1961.0,0.9319137283456,Low Fat,Small,Tier 3,Grocery Store,8.89,1.4197649145980327,FOOD,101.7016,101.2016
0.011307038,4,2011.0,2.1315892353144,Low Fat,Medium,Tier 3,Supermarket Type2,7.855,0.8722339603949565,FOOD,188.5188,952.094
0.076855628,16,1987.0,8.9190341448976,Low Fat,Small,Tier 1,Supermarket Type1,7.235,0.9986322230840355,Non-Consumable,116.0492,1969.4364
0.059956876,28,1978.0,9.920021022077599,Low Fat,Medium,Tier 3,Supermarket Type3,18.25,0.8767395032026348,FOOD,165.4526,5262.4832
0.038532062,11,1962.0,2.3344726826824,Low Fat,Small,Tier 2,Supermarket Type1,6.92,1.0002381398116789,FOOD,60.5852,1314.2892
0.043209581,6,1969.0,3.9241731595931997,Low Fat,Small,Tier 2,Supermarket Type1,9.3,1.0047486362989948,FOOD,90.8172,535.3032
0.056816465,15,2006.0,7.507068614105999,Low Fat,Small,Tier 3,Grocery Store,18.5,1.5255089605772434,Non-Consumable,132.1284,263.6568
0.019866705,9,1982.0,3.0713369662259993,Low Fat,Small,Tier 2,Supermarket Type1,8.02,0.8161364852536608,Non-Consumable,154.5972,1402.1748
0.048331717,6,1959.0,5.082669689497401,Low Fat,Small,Tier 2,Supermarket Type1,9.195,0.9168523734212936,Non-Consumable,105.1622,1693.7952
0.091221855,11,1958.0,9.632462312499001,Low Fat,Small,Tier 2,Supermarket Type1,12.8,0.7796761014753127,Non-Consumable,105.5938,2143.876
0.027622076,14,1983.0,4.9066308970143995,Low Fat,Medium,Tier 1,Supermarket Type1,16.6,0.8825315072178719,Non-Consumable,177.6344,2676.516
0.1540292196,9,1997.0,8.173406508854399,Regular,Small,Tier 2,Supermarket Type1,14.0,1.0010960354938063,FOOD,53.064,905.488
0.039355947,14,1997.0,9.696526093049401,Low Fat,Medium,Tier 1,Supermarket Type1,18.6,0.8808625329084496,FOOD,246.3802,7370.406
0.060836524,9,2002.0,13.8001814387696,Low Fat,Small,Tier 2,Supermarket Type1,16.0,0.9981703397961053,FOOD,226.8404,6301.1312
0.082316506,9,2007.0,13.227603982152,Low Fat,Small,Tier 2,Supermarket Type1,17.6,0.8811099613784076,Non-Consumable,160.692,1597.92
0.155350299,9,1968.0,27.689171242862997,Low Fat,Small,Tier 2,Supermarket Type1,21.25,0.9997633612623326,FOOD,178.237,529.311
0.076841095,9,1987.0,9.032609244374,Low Fat,Small,Tier 2,Supermarket Type1,7.235,0.9984433869184124,Non-Consumable,117.5492,1969.4364
0.151419185,6,1988.0,7.626863213102,Low Fat,Small,Tier 2,Supermarket Type1,14.6,1.0023204999570055,Drinks,50.3692,1034.6532
0.026001976,4,1985.0,4.199865165496,Regular,Medium,Tier 3,Supermarket Type2,13.85,1.0018503386019926,FOOD,161.521,1794.331
0.073209447,4,2009.0,14.4693054496422,Regular,Medium,Tier 3,Supermarket Type2,13.65,0.9067754473476878,FOOD,197.6426,2768.3964
0.041683481,28,2001.0,1.30427612049,Low Fat,Medium,Tier 3,Supermarket Type3,9.5,0.994099603943876,Drinks,31.29,898.83
0.042560252,16,1993.0,9.625937315344,Low Fat,Small,Tier 1,Supermarket Type1,7.365,0.9222899096810624,FOOD,226.172,3169.208
0.014081156,4,1995.0,3.1481888202376,Low Fat,Medium,Tier 3,Supermarket Type2,18.35,1.0026581194547473,Non-Consumable,223.5746,3589.9936
0.0485448542,4,1977.0,6.435232089372921,Regular,Medium,Tier 3,Supermarket Type2,5.465,1.0,FOOD,132.5626,262.3252
0.152918384,6,2000.0,15.2667292013472,Low Fat,Small,Tier 2,Supermarket Type1,18.6,0.9288246645825514,FOOD,99.8358,1910.1802
0.030969274,6,1989.0,4.364047633419601,Low Fat,Small,Tier 2,Supermarket Type1,13.85,0.9166849265840112,Drinks,140.9154,1701.7848
0.060376776,26,1985.0,9.3321726085056,Regular,High,Tier 3,Supermarket Type1,14.0,0.9991723992962211,FOOD,154.5656,2471.4496
0.04192285,26,1991.0,2.2958629574,Regular,High,Tier 3,Supermarket Type1,14.0,0.8422898483779423,FOOD,54.764,1331.6
0.077367431,28,2006.0,7.5053680608514,Low Fat,Medium,Tier 3,Supermarket Type3,21.35,0.7339058770268426,FOOD,97.0094,1808.9786
0.045838211,4,1988.0,10.2010921699216,Low Fat,Medium,Tier 3,Supermarket Type2,5.905,0.8445280690060895,FOOD,222.5456,3315.684
0.071077939,16,1964.0,8.1207824710402,Low Fat,Small,Tier 1,Supermarket Type1,7.27,0.8877922170232116,Drinks,114.2518,2618.5914
0.094659871,16,1962.0,20.309843282276002,Regular,Small,Tier 1,Supermarket Type1,6.155,0.8981717019262059,FOOD,214.556,2769.728
0.077608838,6,2012.0,18.1213377158804,Regular,Small,Tier 2,Supermarket Type1,19.5,0.8354597455782373,Drinks,233.4958,5375.0034
0.021327477,6,1988.0,4.6255543977048,Low Fat,Small,Tier 2,Supermarket Type1,15.2,0.8675312528078218,FOOD,216.8824,2838.9712
0.042485444,4,1963.0,5.310875933042399,Regular,Medium,Tier 3,Supermarket Type2,12.15,1.0014566345080893,FOOD,125.0046,1743.0644
0.025578526,28,1983.0,5.0852258284184,Low Fat,Medium,Tier 3,Supermarket Type3,14.6,0.8270120776541009,Non-Consumable,198.8084,5555.4352
0.0489808,4,2002.0,3.03286174752,Low Fat,Medium,Tier 3,Supermarket Type2,12.6,1.00294827166025,FOOD,61.9194,619.194
0.019471688,9,1970.0,3.209343087848,Low Fat,Small,Tier 2,Supermarket Type1,14.5,0.8307595884789992,Non-Consumable,164.821,2120.573
0.122918852,6,1969.0,21.2740328072776,Low Fat,Small,Tier 2,Supermarket Type1,16.6,1.0049899007669085,FOOD,173.0738,3823.0236
0.057373797,26,1998.0,8.6884927467702,Regular,High,Tier 3,Supermarket Type1,11.8,0.9983272047745853,FOOD,151.4366,1360.2294
0.044155597,26,1982.0,7.896424891584599,Regular,High,Tier 3,Supermarket Type1,13.1,0.9990825353742273,FOOD,178.8318,3969.4996
0.2262488690400001,15,1981.0,26.06011398218195,Low Fat,Small,Tier 3,Grocery Store,17.7,1.1603421295100207,FOOD,115.1834,345.5502
0.08760952874999998,15,1966.0,17.222228595957745,Low Fat,Small,Tier 3,Grocery Store,17.85,0.9999999999999999,FOOD,196.5794,585.2382
0.064750025,11,1978.0,6.001058217010001,Regular,Small,Tier 2,Supermarket Type1,12.3,0.8891376606863093,FOOD,92.6804,1010.6844
0.098312421,15,2008.0,8.0087067770178,Low Fat,Small,Tier 3,Grocery Store,11.8,1.5042148996000297,Non-Consumable,81.4618,161.1236
0.191013663,28,1990.0,8.043814565325599,Regular,Small,Tier 1,Grocery Store,9.395,1.5556266933146095,Drinks,42.1112,42.6112
0.176573035,11,1989.0,27.803260720313997,Low Fat,Small,Tier 2,Supermarket Type1,11.1,0.9489215325536652,FOOD,157.4604,3010.7476
0.060134441,28,1985.0,9.204514292329598,Regular,Medium,Tier 3,Supermarket Type3,14.0,0.9951620088874412,FOOD,153.0656,6024.1584
0.007294652,11,1974.0,1.4453813133752,Low Fat,Small,Tier 2,Supermarket Type1,11.3,1.0002380620737086,FOOD,198.1426,988.713
0.128478462,28,1996.0,15.153263722127999,Low Fat,Small,Tier 1,Grocery Store,10.0,1.5546453710883277,Non-Consumable,117.944,239.688
0.075107656,26,1963.0,8.4734654915456,Regular,High,Tier 3,Supermarket Type1,5.75,0.9984560311864705,FOOD,112.8176,1374.2112
0.049381406,28,2001.0,11.2000090455172,Regular,Medium,Tier 3,Supermarket Type3,6.215,0.9070589341258875,FOOD,226.8062,4739.8302
0.045165796,4,1955.0,4.5166518652736,Regular,Medium,Tier 3,Supermarket Type2,11.35,0.8921328327250165,FOOD,100.0016,1012.016
0.09415375,28,2005.0,15.60622886225,Regular,Small,Tier 1,Grocery Store,11.1,1.3616339507333053,FOOD,165.7526,657.8104
0.028907832,14,1984.0,3.7704774355920003,Low Fat,Medium,Tier 1,Supermarket Type1,14.0,0.8894169292744109,Non-Consumable,130.431,778.986
0.018059621,11,2009.0,3.2465058286860002,Regular,Small,Tier 2,Supermarket Type1,19.75,0.8999672322329714,FOOD,179.766,2336.958
